SKU,Standard Price,StartDate,EndDate,Rental_1,Rental_2,Rental_3,Rental_4,Stock,ISBN,Min,Max,Target,Notes
180713NBNR-094-0078022886,143.9,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,44.44,44.44,22.22,143.9,1,0078022886,44.44,78.3,66.45,
180728BX-090-1337098116,151.6,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,46.25,46.25,23.13,151.6,7,1337098116,46.25,81.92,69.44,
180828M4642649-104-0078026989,157.95,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,47.75,47.75,23.88,157.95,2,0078026989,47.75,84.91,71.91,
180905M4655857-064-0323481841,105.88,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,35.5,35.5,17.75,105.88,3,0323481841,35.5,60.41,51.69,
180517NBNR-060-0078117186,107.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,35.88,35.88,17.94,107.5,1,0078117186,35.88,61.17,52.32,
180530NB-066-0134420675,107.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,61.17,61.17,30.59,107.5,1,0134420675,35.88,61.17,52.32,
180828M4644395-090-1454873442,140.95,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,43.75,43.75,21.88,140.95,2,1454873442,43.75,76.91,65.31,
180104MB-123-0078027683,172.74,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,51.23,51.23,25.61,172.74,2,0078027683,51.23,91.87,77.65,
180829M4645027-43-1496368282,72.35,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,32.9,32.9,16.45,72.35,1,1496368282,27.61,44.63,38.67,
180910M4657694-071-130564235X,122.95,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,39.51,39.51,19.75,122.95,2,130564235X,39.51,68.44,58.32,
180824N428736-55-111903549X,96.47,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,33.28,33.28,16.64,96.47,1,111903549X,33.28,55.98,48.04,
180628BX-072-1337566144,118.49,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,38.46,38.46,19.23,118.49,19,1337566144,38.46,66.34,56.59,
180514NBNR-104-1337098647,112.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,37.05,37.05,18.52,112.5,3,1337098647,37.05,63.52,54.26,
180809NBOE-106-1259713725,93.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,32.58,32.58,16.29,93.5,1,1259713725,32.58,54.58,46.88,
180925M-110-4664718-013446916X,159.9,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,72.66,72.66,36.33,159.9,3,013446916X,48.21,85.83,72.66,
161005B-026-1465272631,39.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,20.26,20.26,10.13,39.5,3,1465272631,19.88,29.17,25.92,
170825BB-085-1305957369,132.6,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,41.78,41.78,20.89,132.6,1,1305957369,41.78,72.98,62.06,
180110N-172-1260007642,78.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,32.43,32.43,16.21,78.5,2,1260007642,29.05,47.52,41.06,
180905RR-040-1305077334,73.95,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,32.33,32.33,16.16,73.95,1,1305077334,27.98,45.38,39.29,
180904M4652350-061-0323354815,101.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,34.47,34.47,17.23,101.5,9,0323354815,34.47,58.35,49.99,
180509RR-090-1305628454,134.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,42.23,42.23,21.11,134.5,1,1305628454,42.23,73.88,62.8,
180813NNR-104-0205970753,107.88,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,35.97,35.97,17.98,107.88,1,0205970753,35.97,61.35,52.47,
170404BC-002-1567815685,45.81,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,32.14,32.14,16.07,45.81,1,1567815685,21.36,32.14,28.37,
180905M4655857-090-1259870332,137.65,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,42.97,42.97,21.48,137.65,4,1259870332,42.97,75.36,64.02,
180829M4647815-116-1609302206,187.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,54.7,54.7,27.35,187.5,3,1609302206,54.7,98.82,83.38,
180828M4644395-107-1259913864,160.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,48.35,48.35,24.18,160.5,2,1259913864,48.35,86.11,72.9,
180817M-108-1259592413,163.75,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,49.11,49.11,24.55,163.75,4,1259592413,49.11,87.64,74.16,
180905M4655857-052-0134577752,94.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,32.82,32.82,16.41,94.5,1,0134577752,32.82,55.05,47.27,
180730BX-100-130594741X,152.45,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,46.45,46.45,23.23,152.45,5,130594741X,46.45,82.32,69.77,
180628BX-055-1337556068,103.87,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,35.02,35.02,17.51,103.87,8,1337556068,35.02,59.46,50.91,
180613NB-095-0078028663,87.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,31.88,31.88,15.94,87.5,3,0078028663,31.17,51.76,44.55,
180518BX-088-1305960750,134.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,42.23,42.23,21.11,134.5,6,1305960750,42.23,73.88,62.8,
180905M4655857-103-1454873388,155.98,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,47.28,47.28,23.64,155.98,5,1454873388,47.28,83.99,71.14,
180502FO-094-1305629906,142.98,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,44.23,44.23,22.11,142.98,1,1305629906,44.23,77.87,66.09,
180905M4655857-125-0134416791,177.65,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,52.38,52.38,26.19,177.65,1,0134416791,52.38,94.18,79.55,
180814BX-107-1305627857,159.9,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,48.21,48.21,24.11,159.9,1,1305627857,48.21,85.83,72.66,
171004M-094-1259870227,103.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,34.94,34.94,17.47,103.5,1,1259870227,34.94,59.29,50.77,
180905M4655857-089-1319059627,162.9,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,48.91,48.91,24.45,162.9,2,1319059627,48.91,87.24,73.83,
170102NB-110-1133593607,143.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,44.35,44.35,22.18,143.5,1,1133593607,44.35,78.11,66.3,
180920AM-068-007802188X,84.5,2018-05-01T12:00:00+00:00,2020-05-01T12:00:00+00:00,31.5,31.5,15.75,84.5,1,007802188X,30.47,50.35,43.39,
180815M-106-1337399523,174.95,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,51.75,51.75,25.88,174.95,2,1337399523,51.75,92.91,78.51,
180914M-119-0134307003,174.95,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,51.75,51.75,25.88,174.95,3,0134307003,51.75,92.91,78.51,
180829M4647883-116-1285454618,176.01,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,52.0,52.0,26.0,176.01,1,1285454618,52,93.41,78.92,
180819M-045-0134547918,89,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,31.52,31.52,15.76,89,1,0134547918,31.52,52.47,45.14,
180411BC-076-1133104053,119.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,38.7,38.7,19.35,119.5,1,1133104053,38.7,66.82,56.98,
180905M4655857-113-1259708780,166.75,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,49.82,49.82,24.91,166.75,10,1259708780,49.82,89.05,75.32,
180822NNR-094-0321796977,141.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,43.88,43.88,21.94,141.5,5,0321796977,43.88,77.17,65.52,
180824N428736-99-1337561819,148.25,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,45.47,45.47,22.73,148.25,1,1337561819,45.47,80.35,68.14,
180905M4655857-067-125981842X,118.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,38.47,38.47,19.23,118.5,14,125981842X,38.47,66.35,56.59,
180428FO-125-1284105903,182.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,53.52,53.52,26.76,182.5,1,1284105903,53.52,96.47,81.44,
180508BX-107-1337616664,159.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,48.11,48.11,24.05,159.5,8,1337616664,48.11,85.64,72.51,
180914RR-040-1305633822,79.95,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,31.11,31.11,15.55,79.95,1,1305633822,29.4,48.21,41.62,
180808BX-080-1305633822,131.49,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,31.11,31.11,15.55,131.49,3,1305633822,41.52,72.46,61.63,
180613NB-060-0134441923,107.58,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,35.9,35.9,17.95,107.58,6,0134441923,35.9,61.21,52.35,
180905M4655857-075-1319059333,120.09,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,38.84,38.84,19.42,120.09,1,1319059333,38.84,67.1,57.21,
180730NBNR-083-1284089096,89.9,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,31.74,31.74,15.87,89.9,1,1284089096,31.74,52.89,45.49,
171030F-125-1259915670,175.04,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,51.77,51.77,25.89,175.04,1,1259915670,51.77,92.96,78.54,
180416BC-027-0077416406,78.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,30.99,30.99,15.49,78.5,2,0077416406,29.05,47.52,41.06,
180514BB-070-1305964810,114.88,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,37.61,37.61,18.8,114.88,1,1305964810,37.61,64.64,55.18,
180807M-094-1337554804,146.3,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,45.01,45.01,22.5,146.3,1,1337554804,45.01,79.43,67.38,
180829M4645027-47-1284130134,75,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,30.76,30.76,15.38,75,1,1284130134,28.23,45.88,39.7,
180905M4655857-132-1454875755,185.88,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,54.32,54.32,27.16,185.88,5,1454875755,54.32,98.06,82.75,
180819M-103-1454873434,165.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,49.52,49.52,24.76,165.5,3,1454873434,49.52,88.47,74.84,
170817M-099-130595470X,145.07,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,44.72,44.72,22.36,145.07,5,130595470X,44.72,78.85,66.9,
180816M-099-1337408972,156.45,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,47.4,47.4,23.7,156.45,1,1337408972,47.4,84.21,71.32,
180905RR-052-130527153X,98.02,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,33.65,33.65,16.82,98.02,1,130527153X,33.65,56.71,48.64,
180925RR-034-1305587073,83.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,30.76,30.76,15.38,83.5,2,1305587073,30.23,49.88,43,
161230FO-089-1305666127,131.61,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,41.55,41.55,20.77,131.61,1,1305666127,41.55,72.52,61.68,
170908BB-089-1305666127,133.54,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,41.55,41.55,20.77,133.54,3,1305666127,42,73.43,62.43,
170302BC-003-0415727014,52.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,30.68,30.68,15.34,52.5,1,0415727014,22.94,35.29,30.97,
180905M4655857-079-1259570649,123.53,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,39.65,39.65,19.82,123.53,5,1259570649,39.65,68.72,58.54,
180917M4601095-032-0133865649,62.75,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,30.65,30.65,15.32,62.75,2,0133865649,25.35,40.11,34.95,
180509NB-073-0134118499,117.88,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,38.32,38.32,19.16,117.88,2,0134118499,38.32,66.06,56.35,
180905M4655857-092-0134479262,141.82,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,43.95,43.95,21.98,141.82,5,0134479262,43.95,77.32,65.64,
180819M-092-0134479262,141.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,43.95,43.95,21.98,141.5,2,0134479262,43.88,77.17,65.52,
180910M4657431-047-1337554502,82.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,30.0,30.0,15.0,82.5,1,1337554502,30,49.41,42.61,
180822NB-120-1628103086,172.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,51.17,51.17,25.59,172.5,1,1628103086,51.17,91.76,77.55,
180215BB-084-1305091868,115.93,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,37.86,37.86,18.93,115.93,1,1305091868,37.86,65.14,55.59,
180829M4645027-44-0323498469,73.53,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,30.51,30.51,15.26,73.53,1,0323498469,27.88,45.19,39.13,
180509NB-127-0134519256,189.65,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,55.21,55.21,27.61,189.65,2,0134519256,55.21,99.83,84.21,
180921M4642649-096-0134578155,163.25,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,49.0,49.0,24.5,163.25,1,0134578155,49,87.41,73.96,
180829M4645027-36-1119246393,64.12,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,30.44,30.44,15.22,64.12,1,1119246393,25.67,40.76,35.48,
180502NB-090-1305959426,143.29,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,44.3,44.3,22.15,143.29,1,1305959426,44.3,78.01,66.21,
180529BX-079-1337399949,122.98,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,39.52,39.52,19.76,122.98,14,1337399949,39.52,68.46,58.33,
180905M4655857-075-0134611039,125.63,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,40.14,40.14,20.07,125.63,1,0134611039,40.14,69.7,59.36,
180517NBNR-100-1285869680,67.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,30.38,30.38,15.19,67.5,1,1285869680,26.47,42.35,36.79,
180905M4655857-100-0134434684,149.98,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,45.87,45.87,22.93,149.98,10,0134434684,45.87,81.16,68.81,
180218BB-011-1465248471,45.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,30.34,30.34,15.17,45.5,5,1465248471,21.29,32,28.25,
180905M4655857-097-1259907961,144.71,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,44.63,44.63,22.32,144.71,10,1259907961,44.63,78.68,66.76,
180604NB-052-0077861663,59.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,30.33,30.33,15.16,59.5,1,0077861663,24.58,38.58,33.68,
180730NBNR-128-1259705072,183.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,53.76,53.76,26.88,183.5,7,1259705072,53.76,96.94,81.82,
180220MB-076-1305652592,93.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,32.58,32.58,16.29,93.5,1,1305652592,32.58,54.58,46.88,
180822NNR-111-1259824004,125.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,40.11,40.11,20.05,125.5,1,1259824004,40.11,69.64,59.31,
180816MB-090-0078024528,141.29,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,43.83,43.83,21.91,141.29,1,0078024528,43.83,77.07,65.44,
180822NB-115-0134179048,168.9,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,50.32,50.32,25.16,168.9,3,0134179048,50.32,90.07,76.16,
180914RR-035-1285867971,73.35,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,30.2,30.2,15.1,73.35,1,1285867971,27.84,45.1,39.06,
180610BX-070-1305389506,129.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,41.05,41.05,20.52,129.5,9,1305389506,41.05,71.52,60.86,
180822NNR413322-075-0205918190,74.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,30.17,30.17,15.09,74.5,4,0205918190,28.11,45.64,39.51,
180905M4655857-068-0134618882,112.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,37.05,37.05,18.52,112.5,3,0134618882,37.05,63.52,54.26,
180810M-068-0134618882,138.25,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,37.05,37.05,18.52,138.25,1,0134618882,43.11,75.64,64.26,
180703NBNR-083-1259870537,129.48,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,41.05,41.05,20.52,129.48,1,1259870537,41.05,71.52,60.85,
180628BX-070-1337571008,116.9,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,38.09,38.09,19.05,116.9,14,1337571008,38.09,65.6,55.97,
180816M-104-1305956419,154.85,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,47.02,47.02,23.51,154.85,1,1305956419,47.02,83.45,70.7,
180808M-120-1454886064,169.6,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,50.49,50.49,25.25,169.6,2,1454886064,50.49,90.4,76.43,
180718BX-112-1337556769,169.25,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,50.41,50.41,25.2,169.25,16,1337556769,50.41,90.23,76.29,
180907M4634203-057-1337564842,104.95,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,35.28,35.28,17.64,104.95,6,1337564842,35.28,59.97,51.33,
HICKSOC160104F-045,52.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,30.02,30.02,15.01,52.5,4,1550772309,22.94,35.29,30.97,
180619UN-006-0134106245,67.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,27.44,27.44,13.72,67.5,1,0134106245,26.47,42.35,36.79,
012116B-010,37.53,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,28.24,28.24,14.12,37.53,1,0742523438,19.41,28.24,25.15,
180910M4657431-043-0323447759,74.95,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,30.0,30.0,15.0,74.95,3,0323447759,28.22,45.85,39.68,
161117M-110-0321997166,102.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,34.7,34.7,17.35,102.5,3,0321997166,34.7,58.82,50.38,
180215BB-020-1468092677,41.45,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,29.98,29.98,14.99,41.45,1,1468092677,20.34,30.09,26.68,
180215BB-003-1450434339,44.86,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,29.98,29.98,14.99,44.86,1,1450434339,21.14,31.69,28,
171229BB-010-1133593186,42.44,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,29.98,29.98,14.99,42.44,1,1133593186,20.57,30.56,27.06,
180910RR-035-1337274208,109.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,36.35,36.35,18.18,109.5,1,1337274208,36.35,62.11,53.1,
180730RR-049-1305092163,69.25,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,29.11,29.11,14.55,69.25,1,1305092163,26.88,43.17,37.47,start
180516MB/NR-070-1305668847,100.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,34.23,34.23,17.11,100.5,3,1305668847,34.23,57.88,49.6,
180529BX-078-1337399930,129.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,41.05,41.05,20.52,129.5,15,1337399930,41.05,71.52,60.86,
180215BB-005-0321931696,34.59,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,26.86,26.86,13.43,34.59,1,0321931696,18.72,26.86,24.01,
180215BB-010-198566719,34.59,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,26.86,26.86,13.43,34.59,1,0198566719,18.72,26.86,24.01,
180130RR-003-0822333929,34.38,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,26.76,26.76,13.38,34.38,2,0822333929,18.67,26.76,23.93,
180215BB-003-0495914428,34.38,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,26.76,26.76,13.38,34.38,1,0495914428,18.67,26.76,23.93,
180813MB-035-1119312566,72.95,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,27.75,27.75,13.88,72.95,1,1119312566,27.75,44.91,38.91,
180124RR-004-0521783860,33.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,26.35,26.35,13.18,33.5,8,0521783860,18.47,26.35,23.59,
170106MB-095-1632802376,33.61,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,26.4,26.4,13.2,33.61,5,1632802376,18.49,26.4,23.63,
160616B-003-0271025816,35.3,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,25.5,25.5,12.75,35.3,2,0271025816,18.89,27.2,24.29,
180218B-039-1259286207,44.95,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,24.86,24.86,12.43,44.95,3,1259286207,21.16,31.74,28.03,
180920BB-007-0393912485,36.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,19.94,19.94,9.97,36.5,1,0393912485,19.17,27.76,24.75,
170403BC-001-007179882X,32.05,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,24.35,24.35,12.18,32.05,1,007179882X,18.12,25.67,23.03,
180124RR-004-0984833234,24.95,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,22.32,22.32,11.16,24.95,4,0984833234,16.45,22.32,20.27,
160615B-030-146523098X,40.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,23.23,23.23,11.62,40.5,1,146523098X,20.11,29.64,26.31,
180619UN-002-0812222652,23.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,21.64,21.64,10.82,23.5,9,0812222652,16.11,21.64,19.71,
180215BB-042-0125042574,24.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,22.11,22.11,11.05,24.5,2,0125042574,16.35,22.11,20.1,
170628BC-020-0132613689,36.99,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,19.94,19.94,9.97,36.99,3,0132613689,19.29,27.99,24.94,
180416BC-003-1118742931,40.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,21.69,21.69,10.85,40.5,1,1118742931,20.11,29.64,26.31,
170914BB-001-0691137137,26.75,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,21.92,21.92,10.96,26.75,1,0691137137,16.88,23.17,20.97,
170907AM-050-1305084470,25,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,21.84,21.84,10.92,25,5,1305084470,16.47,22.35,20.29,
170302BC-003-1465249400,25.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,21.74,21.74,10.87,25.5,2,1465249400,16.58,22.58,20.48,
180215BB-010-826478808,23.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,21.61,21.61,10.8,23.5,1,0826478808,16.11,21.64,19.71,
170404BC-001-1438952228,22.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,21.17,21.17,10.59,22.5,4,1438952228,15.88,21.17,19.32,
170914BB-001-0763757535,23.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,21.25,21.25,10.63,23.5,1,0763757535,16.11,21.64,19.71,
171114BC-005-1451188951,22.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,21.17,21.17,10.59,22.5,1,1451188951,15.88,21.17,19.32,
180130RR-001-081471708X,26.86,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,20.95,20.95,10.47,26.86,1,081471708X,16.9,23.22,21.01,
170730BC-001-0881411434,15.72,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,17.98,17.98,8.99,15.72,3,0881411434,14.28,17.98,16.69,
171004BC-003-076372842X,25.26,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,19.97,19.97,9.98,25.26,1,076372842X,16.53,22.47,20.39,
170517BC-001-0071795871,21.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,20.5,20.5,10.25,21.5,2,0071795871,15.64,20.7,18.93,
170516BC-001-0072253452,14.45,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,17.38,17.38,8.69,14.45,1,0072253452,13.98,17.38,16.19,
180123BC-004-1483319164,27.73,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,20.25,20.25,10.13,27.73,6,1483319164,17.11,23.63,21.35,
170826BC-005-1259284263,13.03,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,16.72,16.72,8.36,13.03,1,1259284263,13.65,16.72,15.64,
180411BC-002-0077731050,32.49,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,19.95,19.95,9.97,32.49,10,0077731050,18.23,25.87,23.2,
170516BC-001-0803623380,9.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,15.05,15.05,7.53,9.5,1,0803623380,12.82,15.05,14.27,
180619UN-003-0691168458,21.84,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,19.5,19.5,9.75,21.84,4,0691168458,15.72,20.86,19.06,
180130RR-003-0804763380,20.1,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,18.91,18.91,9.46,20.1,8,0804763380,15.31,20.04,18.39,
180215BB-002-0073525006,21.91,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,18.91,18.91,9.46,21.91,1,0073525006,15.74,20.89,19.09,
170504BC-002-0691128634,21.7,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,17.75,17.75,8.88,21.7,3,0691128634,15.69,20.8,19.01,
170402BC-001-0323044948,17.93,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,17.5,17.5,8.75,17.93,2,0323044948,14.8,19.02,17.54,
180619UN-002-0719088518,20.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,17.05,17.05,8.53,20.5,1,0719088518,15.41,20.23,18.54,
180130RR-003-0813542154,19.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,16.1,16.1,8.05,19.5,6,0813542154,15.17,19.76,18.15,
170715BC-002-0763852112,16.95,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,16.1,16.1,8.05,16.95,1,0763852112,14.57,18.56,17.16,
170825BB-001-0803639783,14.99,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,14.99,14.99,7.5,14.99,11,0803639783,14.11,17.64,16.4,
170329BC-001-1118511085,16.95,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,14.57,14.57,7.29,16.95,1,1118511085,14.57,18.56,17.16,
